ID;X_GK4;Y_GK4
1135;4595355,316;5823078,741
1136;4595304,561;5822962,009
1137;4595307,008;5822560,626
1139;4595305,1;5823668,371
1140;4595301,313;5822107,599
1141;4595369,679;5822038,409
1142;4595316,331;5823303,697
1143;4595321,593;5822119,343
1144;4595322,506;5821277,86
1145;4595337,024;5823191,882
1147;4595264,756;5821061,866
1148;4595265,127;5820989,091
1149;4595318,552;5820904,559
1150;4595391,638;5821003,339
1151;4595326,379;5821079,053
1153;4595401,739;5820881,224
1155;4595349,824;5821811,536
1156;4595330,86;5822634,077
1157;4595370,128;5822683,453
1159;4595368,603;5822787,961
1160;4595328,18;5822846,977
1161;4595363,868;5822932,98
1162;4595453,686;5822889,017
1164;4595334,123;5822506,31
1166;4595337,989;5822579,519
1167;4595340,019;5822224,591
1168;4595394,214;5823611,661
1169;4595492,879;5823625,297
1170;4595380,85;5823512,002
1171;4595424,809;5823422,183
1172;4595453,689;5821716,376
1173;4595389,2;5821792,756
1174;4595342,377;5822539,222
1175;4595356,748;5822555,819
1176;4595343,949;5822517,104
1177;4595368,279;5821273,28
1178;4595348,111;5821248,321
1179;4595354,093;5822271,628
1181;4595367,928;5822370,077
1182;4595429,578;5821378,902
1183;4595510,745;5821437,316
1184;4595591,843;5821495,819
1185;4595520,258;5820561,485
1186;4595424,163;5820587,926
1187;4595375,639;5820582,956
1188;4595435,515;5820502,862
1189;4595412,599;5821664,872
1190;4595379,326;5820940,076
1191;4595369,526;5820407,526
1193;4595429,4;5822200,929
1194;4595507,582;5822269,515
1195;4595426,15;5822327,559
1196;4595387,632;5821258,597
1197;4595442,544;5822067,417
1198;4595401,247;5821750,784
1202;4595446,229;5820722,967
1204;4595434,557;5822108,135
1205;4595404,355;5823379,5
1206;4595395,233;5823350,491
1207;4595411,836;5821961,612
1208;4595428,087;5821260,361
1209;4595403,855;5823902,697
1210;4595433,394;5823216,9
1211;4595510,132;5823075,332
1212;4595427,896;5823132,23
1213;4595423,814;5823840,759
1214;4595462,705;5820928,305
1215;4595453,184;5820802,166
1216;4595425,907;5821159,71
1217;4595418,407;5820979,694
1218;4595420,993;5821985,501
1219;4595479,666;5821795,485
1220;4595433,105;5820404,418
1221;4595422,092;5822497,07
1222;4595474,614;5822462,559
1223;4595565,617;5822421,105
1224;4595448,904;5822244,923
1225;4595434,656;5821973,551
1226;4595514,634;5823503,735
1227;4595442,218;5823444,355
1228;4595447,622;5822669,361
1229;4595443,114;5820625,627
1230;4595440,301;5821160,389
1231;4595450,706;5821131,997
1232;4595452,233;5822605,15
1233;4595498,96;5822516,518
1234;4595464,16;5821921,529
1235;4595437,024;5823800,705
1237;4595468,822;5821848,348
1238;4595529,443;5823395,185
1239;4595482,142;5823307,08
1240;4595482,1;5823232,253
1241;4595568,37;5823181,68
1243;4595461,771;5820690,771
1244;4595487,479;5820635,684
1246;4595742,109;5821949,525
1247;4595666,576;5821884
1248;4595589,967;5821819,727
1249;4595513,337;5821755,481
1250;4595470,162;5820348,548
1252;4595486,639;5822079,45
1253;4595586,14;5822081,672
1254;4595473,543;5820469,695
1257;4595473,497;5822692,286
1258;4595519,513;5822656,222
1259;4595617,877;5822638,211
1264;4595479,559;5822200,933
1265;4595508,469;5820594,657
1267;4595492,309;5822217,148
1268;4595482,506;5823664,291
1269;4595533,387;5821877,326
1270;4595611,185;5821910,674
1271;4595555,491;5822720,686
1272;4595652,339;5822695,781
1273;4595748,544;5822668,512
1274;4595577,913;5822035,549
1275;4595502,554;5820717,633
1277;4595519,922;5823552,058
1278;4595518,695;5821958,251
1279;4595476,884;5821971,559
1280;4595510,241;5820889,33
1281;4595508,066;5822897,787
1282;4595545,689;5820628,79
1283;4595538,356;5820520,473
1284;4595517,509;5822962,009
1285;4595526,873;5820403,821
1286;4595530,146;5820378,99
1288;4595527,568;5820608,19
1289;4595537,377;5820572,285
1290;4595710,434;5821285,076
1291;4595648,193;5821207,366
1292;4595591,538;5821125,013
1293;4595533,321;5821043,76
1294;4595559,72;5823118,588
1295;4595548,313;5823466,917
1296;4595537,801;5822517,773
1297;4595581,114;5821078,433
1300;4595549,921;5821015,678
1301;4595550,671;5820616,44
1302;4595571,745;5820719,205
1303;4595662,61;5820759,575
1304;4595553,87;5820674,854
1305;4595561,618;5822259,666
1306;4595603,731;5822350,365
1307;4595645,951;5823292,973
1308;4595583,513;5823364,037
1309;4595567,43;5822514,502
1310;4595606,801;5822606,427
1311;4595597,401;5822489,451
1312;4595609,189;5820873,185
1313;4595575,035;5820869,729
1314;4595580,201;5822009,928
1315;4595601,788;5821294,527
1316;4595594,417;5820445,514
1318;4595647,269;5823276,632
1319;4595598,557;5823189,298
1320;4595608,343;5822061,362
1322;4595591,237;5821237,826
1323;4595613,702;5820495,711
1325;4595609,888;5821236,554
1326;4595615,759;5822237,051
1327;4595623,165;5822109,618
1329;4595706,316;5822034,807
1330;4595640,498;5822634,422
1331;4595629,564;5820981,417
1332;4595624,849;5822395,838
1333;4595639,114;5821528,568
1334;4595715,086;5820913,116
1335;4595646,525;5820935,108
1336;4595640,055;5820919,434
1337;4595705,284;5821419,127
1340;4595665,315;5822225,617
1341;4595688,56;5822322,877
1342;4595711,808;5822420,139
1343;4595663,468;5822198,146
1344;4595701,564;5822558,298
1345;4595691,691;5822472,679
1346;4595718,095;5820608,481
1347;4595809,536;5820647,235
1349;4595690,201;5821006,837
1350;4595723,565;5821588,873
1351;4595844,14;5820606,614
1352;4595753,95;5820563,426
1353;4595698,24;5820510,025
1354;4595752,927;5820426,309
1355;4595732,326;5821004,001
1356;4595701,017;5821024,335
1358;4595713,508;5822163,825
1361;4595709,618;5821984,791
1362;4595733,474;5822507,156
1363;4595757,31;5822604,264
1364;4595752,194;5822447,286
1365;4595741,135;5820857,748
1366;4595827,576;5820908,03
1367;4595732,706;5821378,156
1368;4595731,654;5822032,975
1369;4595733,747;5822181,961
1370;4595753,344;5822280,02
1371;4595772,944;5822378,082
1372;4595738,054;5822140,582
1374;4595778,566;5820347,157
1375;4595760,853;5820781,326
1376;4595812,236;5820695,542
1377;4595759,547;5822096,74
1379;4595756,695;5821369,957
1384;4595780,492;5821535,648
1385;4595836,059;5821281,592
1387;4595833,542;5822372,246
1388;4595785,51;5822161,858
1390;4595786,088;5821173,638
1391;4595817,623;5820834,423
1392;4595889,16;5822097,218
1393;4595821,599;5822023,493
1394;4595794,343;5822480,877
1395;4595791,822;5822442,11
1396;4595801,092;5822653,648
1399;4595839,077;5821537,917
1400;4595798,872;5822142,091
1401;4595896,41;5822135,304
1402;4595799,457;5822148,021
1403;4595801,15;5822195,361
1404;4595831,207;5822642,928
1405;4595812,781;5820325,099
1406;4595824,552;5820286,123
1407;4595844,483;5822292,875
1408;4595826,602;5822210,644
1409;4595867,724;5822574,436
1412;4595873,502;5821540,904
1413;4595826,36;5822555,046
1416;4595848,932;5822472,373
1417;4595840,555;5822515,936
1418;4595901,967;5822204,015
1419;4595939,253;5822296,195
1420;4595874,076;5820648,832
1421;4595846,811;5821156,648
1422;4595860,277;5821255,736
1423;4595931,395;5820280,434
1424;4596020,031;5820317,054
1430;4595862,034;5822445,229
1431;4595919,711;5820760,023
1432;4595869,37;5820846,428
1433;4595926,9;5820891,076
1434;4595874,201;5820602,946
1435;4595925,182;5822326,512
1436;4595910,78;5821253,608
1438;4595889,748;5821579,866
1439;4595877,191;5822454,985
1440;4595922,092;5822535,89
1442;4595960,087;5820666,604
1443;4595937,02;5822406,446
1444;4595816,214;5820546,878
1445;4595835,593;5820468,002
1446;4595908,669;5820493,064
1447;4595942,176;5820521,764
1448;4595911,116;5822601,264
1452;4595931,32;5821602,149
1453;4595931,274;5821135,253
1456;4595939,21;5821160,571
1457;4595925,217;5821535,934
1459;4595993,892;5822581,885
1460;4596085,376;5822541,568
1463;4595970,713;5822526,368
1464;4596008,746;5820348,273
1469;4595971,082;5822203,45
1470;4595945,865;5822454,667
1471;4595938,333;5822422,89
1472;4596117,364;5821000,527
1474;4595942,034;5820904,303
1476;4595982,706;5822407,896
1477;4595962,543;5822308,173
1478;4595958,509;5821630,501
1479;4595982,008;5821609,474
1482;4595974,213;5820052,41
1483;4596015,358;5820143,551
1484;4596040,066;5819981,649
1493;4596021,582;5822502,62
1495;4595992,724;5820511,398
1496;4595996,593;5820582,99
1497;4595976,53;5821179,264
1500;4595981,916;5821351,26
1501;4595975,781;5821251,546
1503;4595989,309;5821354,974
1505;4596056,737;5821038,171
1506;4596015,683;5820458,396
1507;4596010,565;5820853,699
1508;4596009,713;5820812,407
1509;4596010,844;5821631,531
1510;4595989,501;5821608,616
1511;4596046,263;5821526,605
1513;4596004,633;5820668,685
1514;4596022,689;5822450,321
1517;4596066,104;5821231,887
1519;4596156,684;5821232,606
1521;4596036,082;5820189,52
1527;4596032,268;5820710,178
1528;4596060,877;5820671,43
1529;4596045,961;5821469,489
1531;4596044,353;5820273,15
1534;4596054,25;5820820,588
1535;4596073,554;5820754,894
1537;4596062,767;5822507,885
1538;4596089,331;5820609,835
1542;4596042,432;5820675,79
1545;4596067,581;5820257,152
1546;4596111,165;5820164,109
1549;4596094,092;5821325,213
1550;4596076,674;5820879,151
1551;4596176,553;5820874,251
1552;4596128,815;5820693,536
1553;4596180,423;5820630,889
1554;4596084,372;5820432,082
1555;4596128,576;5820032,407
1557;4596113,19;5822498,644
1558;4596126,004;5822453,673
1560;4596111,504;5820352,252
1562;4596154,712;5820735,019
1563;4596216,68;5821426,815
1564;4596184,543;5821521,286
1565;4596147,536;5821613,553
1566;4596086,506;5821441,832
1567;4596147,558;5820745,568
1568;4596135,216;5820535,611
1569;4596118,144;5822373,347
1570;4596176,66;5822454,411
1574;4596111,759;5821363,269
1575;4596147,275;5821269,809
1576;4596125,894;5820384,781
1577;4596166,394;5820328,519
1584;4596152,796;5820446,419
1585;4596193,934;5820537,565
1587;4596155,667;5820074,274
1592;4596168,081;5820431,227
1594;4596231,551;5821236,524
1595;4596329,252;5821217,061
1596;4596165,225;5821474,757
1602;4596200,998;5820860,815
1603;4596176,28;5820763,917
1604;4596194,508;5821828,616
1605;4596184,435;5821780,378
1608;4596241,563;5821179,865
1609;4596181,958;5822458,485
1610;4596261,983;5822398,688
1611;4596200,713;5822339,661
1612;4596223,243;5821062,928
1613;4596316,304;5821035,127
1614;4596192,445;5820994,445
1615;4596207,109;5820895,552
1616;4596196,404;5820732,428
1617;4596235,007;5822355,65
1621;4596219,41;5820594,162
1622;4596260,065;5820685,519
1623;4596243,616;5820598,542
1625;4596219,781;5820291,422
1627;4596259,125;5822342,501
1631;4596241,771;5822269,784
1634;4596249,989;5820301,915
1640;4596277,241;5821901,803
1642;4596301,832;5821810,538
1643;4596274;5820313,072
1648;4596236,148;5820457,502
1650;4596289,61;5820579,559
1651;4596369,895;5820572,656
1652;4596462,655;5820535,297
1653;4596478,947;5820466,502
1654;4596281,944;5820492,848
1655;4596282,287;5822259,032
1661;4596267,519;5821747,116
1662;4596281,801;5820382,014
1663;4596269,099;5820393,384
1664;4596320,725;5820684,671
1667;4596307,819;5820105,078
1668;4596301,517;5820216,025
1669;4596339,791;5820231,027
1670;4596306,878;5820867,963
1671;4596346,013;5822289,595
1672;4596294,707;5822287,892
1673;4596303,769;5822373,139
1674;4596390,759;5822323,866
1677;4596310,705;5820850,529
1681;4596329,287;5820452,383
1687;4596349,985;5820069,086
1688;4596317,814;5819975,912
1689;4596339,701;5820955,866
1690;4596380,597;5820863,018
1693;4596360,998;5820185,73
1694;4596340,536;5820673,49
1695;4596427,223;5820598,41
1696;4596334,604;5820636,116
1697;4596402,956;5820626,025
1698;4596495,758;5820588,773
1699;4596388,887;5820803,531
1700;4596350,712;5820711,105
1702;4596355,324;5822228,139
1707;4596346,463;5820992,957
1709;4596347,973;5820995,029
1714;4596387,366;5821509,314
1715;4596361,782;5821474,538
1716;4596381,128;5822231,617
1717;4596378,042;5821694,173
1718;4596373,923;5821638,15
1719;4596352,61;5820353,957
1720;4596370,821;5820425,945
1722;4596385,116;5820722,496
1723;4596411,65;5820316,586
1724;4596373,041;5820224,339
1725;4596406,025;5820204,001
1726;4596398,025;5820481,205
1728;4596391,962;5821423,512
1730;4596386,088;5821197,03
1737;4596403,53;5822211,435
1738;4596390,866;5820666,743
1739;4596427,598;5822288,116
1740;4596639,33;5821758,319
1745;4596396,343;5820706,541
1746;4596421,129;5820685,644
1748;4596413,076;5821757,457
1749;4596428,01;5820389,341
1750;4596424,282;5820780,44
1752;4596444,864;5820635,69
1753;4596438,481;5820660,031
1755;4596441,114;5821532,791
1756;4596531,907;5821574,7
1757;4596453,598;5821471,241
1760;4596502,416;5821715,43
1761;4596438,186;5820700,691
1762;4596488,099;5820660,504
1763;4596509,585;5821059,757
1764;4596440,218;5820382,669
1765;4596444,569;5821931,826
1766;4596535,027;5821889,219
1767;4596450,23;5821397,559
1768;4596468,066;5821985,269
1770;4596468,233;5821604,025
1771;4596409,785;5821620,112
1773;4596686,508;5821052,128
1776;4596472,582;5821633,304
1777;4596502,237;5820360,845
1782;4596485,009;5820851,01
1783;4596492,163;5821394,151
1785;4596500,126;5820185,593
1786;4596540,098;5820277,218
1791;4596504,032;5822061,836
1792;4596545,901;5822152,646
1793;4596579,667;5822004,929
1794;4596502,365;5821647,576
1795;4596502,055;5821080,85
1796;4596564,682;5821103,765
1797;4596485,193;5820736,597
1798;4596513,941;5820800,165
1799;4596517,276;5820773,058
1801;4596570,836;5820526,94
1802;4596531,622;5820434,949
1803;4596512,007;5820381,986
1804;4596518,15;5820561,394
1806;4596565,345;5821550,679
1807;4596523,178;5821460,004
1808;4596540,637;5820344,138
1809;4596576,512;5820582,602
1810;4596545,919;5820868,452
1813;4596688,894;5821124,262
1814;4596768,538;5821098,394
1815;4596550,051;5820301,167
1816;4596569,678;5820698,024
1817;4596633,174;5821345,4
1820;4596557,352;5821073,689
1821;4596600,793;5821523,95
1822;4596585,892;5821423,953
1823;4596591,602;5821934,987
1824;4596595,524;5821861,958
1827;4596582,24;5820730,609
1828;4596576,62;5822132,104
1829;4596613,53;5821652,843
1830;4596595,527;5821059,901
1831;4596629,605;5822083,326
1832;4596598,025;5821996,446
1833;4596640,218;5820693,73
1834;4596602,112;5820601,275
1837;4596642,701;5820761,622
1840;4596613,71;5820394,127
1841;4596642,52;5821252,629
1842;4596637,718;5821002,73
1843;4596631,375;5821039,996
1844;4596648,117;5821720,201
1845;4596626,979;5821310,998
1846;4596670,801;5821251,398
1847;4596628,115;5820305,943
1848;4596720,168;5820266,877
1849;4596630,939;5821068,214
1850;4596658,974;5821532,247
1851;4596658,934;5822039,877
1853;4596658,565;5821450,961
1854;4596641,694;5821871,582
1855;4596652,984;5821014,688
1856;4596669,461;5821714,847
1857;4596670,445;5820088,842
1860;4596703,694;5821366,443
1861;4596792,881;5821321,214
1862;4596671,588;5820516,693
1863;4596681,388;5821031,974
1864;4596674,814;5822072,455
1865;4596704,879;5820170,57
1866;4596919,717;5820161,485
1867;4596831,809;5820114,958
1868;4596733,979;5820096
1869;4596661,179;5821006,337
1870;4596714,034;5820944,196
1871;4596693,134;5821559,159
1872;4596686,184;5820804,041
1875;4596706,648;5821027,105
1876;4596698,436;5821533,928
1877;4596709,72;5821511,254
1879;4596732,387;5821685,415
1880;4596822,926;5821642,955
1881;4596915,284;5821604,713
1883;4596718,485;5820523,066
1884;4596721,015;5821750,544
1885;4596882,423;5821645,461
1886;4596791,828;5821687,79
1887;4596710,821;5821616,645
1888;4596757,595;5821195,194
1891;4596855,068;5821551,688
1892;4596763,699;5821592,326
1893;4596742,754;5821495,716
1894;4596764,139;5820585,807
1895;4596828,362;5820475,279
1896;4596794,435;5820384,843
1897;4596755,923;5820292,557
1898;4596798,747;5820233,176
1900;4596753,377;5821759,375
1903;4596823,977;5821754,558
1904;4596786,032;5820647,04
1905;4596797,065;5820629,021
1906;4596873,94;5820608,366
1907;4596814,466;5820569,392
1908;4596807,144;5821173,239
1909;4596837,446;5820293,064
1910;4596892,332;5820193,56
1911;4596838,826;5821232,989
1915;4596851,451;5821727,269
1916;4596906,206;5820308,531
1918;4596867,142;5821734,648
1919;4596957,441;5821691,693
1921;4596853,887;5821482,633
1922;4596885,507;5821538,274
1923;4596845,167;5821342,139
1924;4596867,546;5821425,308
1927;4596935,969;5821774,251
1928;4596988,854;5820230,716
1939;4597062,332;5821779,919
1940;4597057,106;5821680,063
1943;4593388,474;5822624,171
1944;4593371,963;5822655,233
1948;4593425,625;5822567,301
1951;4593504,506;5823423,86
1952;4593546,247;5823361,802
1954;4593583,392;5823315,548
1955;4593583,392;5823315,548
1956;4593583,392;5823315,548
1957;4593663,917;5821427,394
1958;4593763,14;5821439,836
1959;4593671,558;5821925,481
1962;4593699,729;5821063,066
1964;4593662,091;5822622,303
1966;4593669,354;5822577,257
1968;4593684,336;5822443,428
1969;4593707,07;5822260,212
1970;4593789,873;5822592,15
1971;4593712,974;5822212,656
1972;4593746,156;5822670,792
1973;4593720,68;5822150,542
1974;4593741,081;5821946,23
1975;4593733,08;5822050,634
1976;4593740,964;5821987,118
1977;4593745,137;5821953,515
1978;4593789,683;5821960,044
1979;4593751,923;5821893,455
1980;4593762,417;5821806,321
1981;4593768,787;5821762,415
1982;4593799,818;5823042,097
1983;4593774,747;5821717,98
1986;4593804,503;5821483,696
1987;4593809,911;5820949,451
1988;4593813,099;5821096,076
1989;4593815,097;5821404,49
1990;4593828,589;5821305,405
1991;4593837,401;5822565,95
1992;4593925,29;5821998,586
1993;4593860,782;5820966,911
1994;4593896,27;5822920,39
1995;4593960,717;5821131,972
1996;4593894,246;5821097,626
1997;4593926,583;5821002,998
1998;4593915,699;5822492,287
1999;4593994,094;5822978,938
2000;4593910,777;5822923,837
2001;4593951,702;5820535,855
2002;4594050,821;5820549,103
2003;4593968,679;5822471,923
2004;4593932,957;5820984,348
2005;4593965,303;5820889,724
2006;4593954,525;5822847,443
2007;4594006,623;5822860,341
2008;4594006,623;5822860,341
2009;4594096,934;5822903,28
2010;4594011,776;5822773,288
2011;4593978,898;5822013,807
2012;4593979,852;5821008,331
2013;4594024,807;5820717,642
2014;4594017,678;5821139,349
2015;4594040,839;5820671,688
2016;4594037,548;5823002,639
2017;4594100,035;5821046,243
2018;4594066,415;5822704,642
2020;4594107,214;5820556,292
2021;4594206,472;5820568,463
2023;4594097,032;5820509,792
2024;4594137,218;5821153,808
2025;4594132,944;5822993,559
2026;4594131,644;5822057,434
2027;4594144,201;5822607,025
2028;4594251,029;5822091,364
2029;4594154,83;5822064,058
2030;4594143,167;5820371,008
2031;4594155,832;5820332,712
2033;4594180,65;5821159,411
2034;4594174,068;5822568,259
2035;4594183,316;5821254,864
2037;4594217,633;5822519,479
2038;4594200,83;5821121,04
2039;4594214,753;5821064,439
2040;4594313,957;5821077,029
2041;4594215,292;5821008,315
2042;4594225,826;5820919,091
2043;4594236,512;5820828,171
2044;4594243,832;5822484,515
2045;4594318,525;5822962,98
2046;4594245,939;5820747,456
2047;4594278,207;5822475,54
2048;4594256,274;5820653,599
2049;4594334,656;5820583,671
2050;4594434,034;5820594,809
2054;4594330,62;5821747,105
2055;4594318,138;5821846,322
2056;4594334,53;5821683,493
2057;4594342,154;5821680,934
2058;4594359,89;5821506,652
2059;4594371,508;5821401,473
2060;4594434,428;5822308,457
2061;4594444,588;5822535,899
2064;4594407,333;5821107,853
2065;4594407,333;5821107,853
2066;4594407,333;5821107,853
2068;4594486,36;5821097,94
2069;4594445,378;5822985,477
2071;4594610,16;5822241,872
2072;4594516,638;5822277,28
2073;4594565,815;5820610,405
2074;4594471,394;5820532,689
2075;4594485,819;5820450,331
2076;4594520,676;5823000,135
2077;4594492,862;5820391,981
2078;4594582,338;5823559,85
2080;4594594,696;5822589,901
2081;4594555,708;5821106,44
2082;4594655,006;5821118,269
2083;4594561,294;5821949,582
2084;4594581,716;5822046,56
2085;4594568,184;5821831,769
2086;4594588,583;5823013,362
2087;4594584,94;5821707,348
2088;4594593,242;5821654,377
2089;4594610,333;5822138,691
2093;4594628,963;5822199,395
2094;4594696,618;5823650,344
2095;4594745,043;5822190,15
2096;4594651,679;5822225,968
2097;4594651,679;5822225,968
2098;4594758,745;5822653,735
2099;4594733,797;5821127,963
2100;4594833,019;5821140,411
2101;4594704,188;5823036,365
2102;4594802,133;5823056,536
2103;4594917,332;5822120,883
2104;4594824,888;5822159,014
2105;4594841,666;5823662,45
2106;4594887,967;5822707,718
2107;4595008,725;5823802,337
2108;4594918,576;5823759,06
2109;4594828,637;5823715,364
2110;4594879,855;5823067,451
2111;4594938,975;5823465,491
2112;4594941,444;5821155,023
2113;4594952,421;5823403,671
2114;4595026,438;5822740,637
2115;4595125,815;5822751,777
2116;4595125,815;5822751,777
2117;4594981,36;5823284,815
2118;4595008,002;5823175,714
2119;4595037,656;5823816,048
2120;4595108,936;5823117,979
2121;4595034,992;5823072,852
2122;4595084,763;5822976,195
2123;4595187,776;5822793,66
2124;4595139,503;5822881,233
2125;4595198,231;5822092,015
2126;4595116,054;5821218,866
2127;4595230,474;5823167,01
2128;4595138,064;5823865,341
2130;4595247,157;5822674,559
2131;4595250,177;5822093,497
2133;4595307,008;5822560,626
2134;4595301,313;5822107,599
2135;4595369,679;5822038,409
2136;4595322,506;5821277,86
2137;4595337,024;5823191,882
2138;4595334,123;5822506,31
2139;4595340,019;5822224,591
2140;4595348,111;5821248,321
2141;4595354,093;5822271,628
2142;4595367,928;5822370,077
2143;4595429,4;5822200,929
2144;4595411,836;5821961,612
2145;4595433,394;5823216,9
2146;4595425,907;5821159,71
2147;4595450,706;5821131,997
2148;4595529,443;5823395,185
2149;4595482,142;5823307,08
2150;4595492,309;5822217,148
2151;4595561,618;5822259,666
2152;4595603,731;5822350,365
2154;4595624,849;5822395,838
2155;4595640,055;5820919,434
2156;4595705,284;5821419,127
2157;4595663,468;5822198,146
2158;4595701,564;5822558,298
2159;4595760,853;5820781,326
2160;4595812,236;5820695,542
2161;4595785,51;5822161,858
2162;4595817,623;5820834,423
2163;4595801,15;5822195,361
2164;4595844,483;5822292,875
2165;4595826,36;5822555,046
2166;4595874,201;5820602,946
2167;4595910,78;5821253,608
2168;4595942,176;5820521,764
2169;4595974,213;5820052,41
2170;4595974,213;5820052,41
2171;4596015,358;5820143,551
2172;4596015,683;5820458,396
2173;4596009,713;5820812,407
2174;4596036,082;5820189,52
2175;4596067,581;5820257,152
2176;4596111,504;5820352,252
2177;4596125,894;5820384,781
2178;4596166,394;5820328,519
2179;4596152,796;5820446,419
2180;4596193,934;5820537,565
2181;4596196,404;5820732,428
2182;4596219,41;5820594,162
2183;4596260,065;5820685,519
2184;4596219,781;5820291,422
2185;4596320,725;5820684,671
2186;4596339,791;5820231,027
2187;4596310,705;5820850,529
2188;4596339,701;5820955,866
2189;4596406,025;5820204,001
2190;4596444,864;5820635,69
2191;4596576,512;5820582,602
2192;4596640,218;5820693,73
2193;4596602,112;5820601,275
2194;4596686,184;5820804,041
2196;4596718,485;5820523,066
2197;4596828,362;5820475,279
